_id,user,code,items[0].product,items[0].name,items[0].quantity,items[0].price,items[0].image,items[0]._id,items[1].product,items[1].name,items[1].quantity,items[1].price,items[1].image,items[1]._id,items[2].product,items[2].name,items[2].quantity,items[2].price,items[2].image,items[2]._id,shippingAddress.fullName,shippingAddress.phone,shippingAddress.province,shippingAddress.district,shippingAddress.ward,shippingAddress.address,payment.method,payment.status,payment.transactionId,status,subTotal,shippingFee,discount.code,discount.amount,totalAmount,notes,createdAt,updatedAt,__v
5f66c8f9055728deda771876,74b0b9bace9193a08bc614dc,ORD261035,6933d83cf17e1b6d5ec15b0b,Bộ Bàn Ăn 6 Ghế,3,8900000,https://res.cloudinary.com/drgho551x/image/upload/v1765005255/furniture-shop/images/rwh9exvb3d9tcxu5fzez.jpg,8e4982c7d3cb26d222253225,6933d31d2ea2861093a39b66,Giường Ngủ Gỗ Sồi,1,8900000,https://res.cloudinary.com/drgho551x/image/upload/v1765004011/furniture-shop/images/xnjqsdkj69vdq6x1kvnm.jpg,3948a9b65c7d49b7979b11b6,694b645f75a1381c862ecf80,Bàn Gỗ Điểm Nhấn,2,500000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389422/a31cyyphoinne309llgk.png,c26acbedcb081000e9b069d2,Do Khanh,0927009930,Can Tho,Ninh Kieu,An Hoa,524 Nguyen Van Linh,COD,completed,,delivered,36600000,30000,VIP50,250000,36380000,Seed dataset for recommendation and analytics,2025-12-19T02:59:00Z,2025-12-19T02:59:00Z,0
9923ab17b05a78fdd2974183,74b0b9bace9193a08bc614dc,ORD261036,694b5f9b3ca8b2386b70c3bb,Bàn Ceilby,3,3500000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389424/miletebcfmduie0qxvoe.png,5b9a169dbbfc9c4e270dfebb,6933d83cf17e1b6d5ec15b0b,Bộ Bàn Ăn 6 Ghế,3,8900000,https://res.cloudinary.com/drgho551x/image/upload/v1765005255/furniture-shop/images/rwh9exvb3d9tcxu5fzez.jpg,03949643967c92de01a67a43,,,,,,,Do Khanh,0928241446,Ha Noi,Quan 1,Dich Vong,150 Nguyen Van Linh,COD,pending,,cancelled,37200000,45000,VIP50,100000,37145000,Seed dataset for recommendation and analytics,2025-12-25T01:07:00Z,2025-12-25T01:07:00Z,0
fe23f495063f9270d44c913b,9074af7255b77636ad67f2a8,ORD261037,6933d83cf17e1b6d5ec15b0b,Bộ Bàn Ăn 6 Ghế,3,8900000,https://res.cloudinary.com/drgho551x/image/upload/v1765005255/furniture-shop/images/rwh9exvb3d9tcxu5fzez.jpg,5e6f3093e4ea6f44891d5472,,,,,,,,,,,,,Huynh Mai,0940842714,Ha Noi,Quan 1,Thach Thang,117 Nguyen Van Linh,COD,completed,,delivered,26700000,60000,FLASH20,250000,26510000,Seed dataset for recommendation and analytics,2026-02-28T00:31:00Z,2026-02-28T00:31:00Z,0
644eb2bd5bf85f256e3742c1,9074af7255b77636ad67f2a8,ORD261038,6933d31d2ea2861093a39b66,Giường Ngủ Gỗ Sồi,1,8900000,https://res.cloudinary.com/drgho551x/image/upload/v1765004011/furniture-shop/images/xnjqsdkj69vdq6x1kvnm.jpg,ed9ff55474c202160c4f1630,6933cfb22ea2861093a39b5b,Bàn Trà Kính Tròn,1,2500000,https://res.cloudinary.com/drgho551x/image/upload/v1765003147/furniture-shop/images/tc8rdxaov9yeymoeekwz.jpg,98f4f64f6d366eb030981cdf,,,,,,,Huynh Mai,0975686234,Can Tho,Hai Chau,Dich Vong,709 Nguyen Van Linh,COD,completed,,pending,11400000,45000,,0,11445000,Seed dataset for recommendation and analytics,2026-03-27T20:23:00Z,2026-03-27T20:23:00Z,0
0a6277678b94709e2e3d5cf5,9074af7255b77636ad67f2a8,ORD261039,6933d83cf17e1b6d5ec15b0b,Bộ Bàn Ăn 6 Ghế,2,8900000,https://res.cloudinary.com/drgho551x/image/upload/v1765005255/furniture-shop/images/rwh9exvb3d9tcxu5fzez.jpg,0fc6f0d3243456a1099ce998,,,,,,,,,,,,,Huynh Mai,0951528288,Ho Chi Minh,Hai Chau,An Hoa,249 Nguyen Van Linh,BANK,pending,TX611138132158,pending,17800000,0,,0,17800000,Seed dataset for recommendation and analytics,2026-03-22T05:51:00Z,2026-03-22T05:51:00Z,0
93fee1091412ffec5d6addb9,9074af7255b77636ad67f2a8,ORD261040,6933d83cf17e1b6d5ec15b0b,Bộ Bàn Ăn 6 Ghế,2,8900000,https://res.cloudinary.com/drgho551x/image/upload/v1765005255/furniture-shop/images/rwh9exvb3d9tcxu5fzez.jpg,c1a33b132e3b8d83abbc645a,6933c69f2ea2861093a39b3d,Sofa Giường Thông Minh,2,8500000,https://res.cloudinary.com/drgho551x/image/upload/v1765001355/furniture-shop/images/p3rpwcd6q7zwugprljql.jpg,2f2418d6b8c1c40142e80b61,,,,,,,Huynh Mai,0929755542,Can Tho,Hai Chau,Dich Vong,118 Nguyen Van Linh,BANK,completed,TX991334468732,delivered,34800000,30000,FLASH20,400000,34430000,Seed dataset for recommendation and analytics,2025-12-11T07:07:00Z,2025-12-11T07:07:00Z,0
51edb01fefc2cc6176ab8b1c,9074af7255b77636ad67f2a8,ORD261041,6933d83cf17e1b6d5ec15b0b,Bộ Bàn Ăn 6 Ghế,3,8900000,https://res.cloudinary.com/drgho551x/image/upload/v1765005255/furniture-shop/images/rwh9exvb3d9tcxu5fzez.jpg,98c66fef01f0df5c725220f9,6933cfb22ea2861093a39b5b,Bàn Trà Kính Tròn,3,2500000,https://res.cloudinary.com/drgho551x/image/upload/v1765003147/furniture-shop/images/tc8rdxaov9yeymoeekwz.jpg,36cb152ebbe1e90bd4e1892e,6933c69f2ea2861093a39b3d,Sofa Giường Thông Minh,2,8500000,https://res.cloudinary.com/drgho551x/image/upload/v1765001355/furniture-shop/images/p3rpwcd6q7zwugprljql.jpg,8c5fb69cb6e847f1a09bb971,Huynh Mai,0951166442,Ha Noi,Ninh Kieu,An Hoa,239 Nguyen Van Linh,COD,completed,,delivered,51200000,45000,FLASH20,100000,51145000,Seed dataset for recommendation and analytics,2025-11-30T14:09:00Z,2025-11-30T14:09:00Z,0
36a2828d6675628990ec847d,8c6423388eb9e489af8a1579,ORD261042,6933c69f2ea2861093a39b3d,Sofa Giường Thông Minh,1,8500000,https://res.cloudinary.com/drgho551x/image/upload/v1765001355/furniture-shop/images/p3rpwcd6q7zwugprljql.jpg,48c9eb75e4f85b677a493455,,,,,,,,,,,,,Truong Hieu,0998249342,Da Nang,Ninh Kieu,Thach Thang,889 Nguyen Van Linh,BANK,completed,TX779566021491,delivered,8500000,30000,WELCOME10,100000,8430000,Seed dataset for recommendation and analytics,2026-02-21T04:58:00Z,2026-02-21T04:58:00Z,0
e9bfd0f8ae351b0837d2bef6,8c6423388eb9e489af8a1579,ORD261043,694b645f75a1381c862ecf80,Bàn Gỗ Điểm Nhấn,3,500000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389422/a31cyyphoinne309llgk.png,7dcb613dce6cd75829203ec5,6933c69f2ea2861093a39b3d,Sofa Giường Thông Minh,2,8500000,https://res.cloudinary.com/drgho551x/image/upload/v1765001355/furniture-shop/images/p3rpwcd6q7zwugprljql.jpg,e29165f669419dd3ed3e4b56,6933d83cf17e1b6d5ec15b0b,Bộ Bàn Ăn 6 Ghế,1,8900000,https://res.cloudinary.com/drgho551x/image/upload/v1765005255/furniture-shop/images/rwh9exvb3d9tcxu5fzez.jpg,fe4d847b72d120bad2204a9b,Truong Hieu,0929343884,Ho Chi Minh,Ninh Kieu,Thach Thang,549 Nguyen Van Linh,BANK,completed,TX857276912210,shipped,27400000,0,,0,27400000,Seed dataset for recommendation and analytics,2025-11-12T11:44:00Z,2025-11-12T11:44:00Z,0
828243f675d6cefaba5f8d6e,8c6423388eb9e489af8a1579,ORD261044,6933d31d2ea2861093a39b66,Giường Ngủ Gỗ Sồi,1,8900000,https://res.cloudinary.com/drgho551x/image/upload/v1765004011/furniture-shop/images/xnjqsdkj69vdq6x1kvnm.jpg,ef7624e039ffc9eddd689dd8,6933c69f2ea2861093a39b3d,Sofa Giường Thông Minh,1,8500000,https://res.cloudinary.com/drgho551x/image/upload/v1765001355/furniture-shop/images/p3rpwcd6q7zwugprljql.jpg,1923e1f14e399794520a1629,,,,,,,Truong Hieu,0956870857,Ha Noi,Hai Chau,Thach Thang,67 Nguyen Van Linh,COD,completed,,delivered,17400000,45000,WELCOME10,50000,17395000,Seed dataset for recommendation and analytics,2025-12-23T13:05:00Z,2025-12-23T13:05:00Z,0
2a29ade9bae381038be84fc6,8c6423388eb9e489af8a1579,ORD261045,694b5f9b3ca8b2386b70c3bb,Bàn Ceilby,1,3500000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389424/miletebcfmduie0qxvoe.png,1d45128d12885f89861780e0,6933c69f2ea2861093a39b3d,Sofa Giường Thông Minh,1,8500000,https://res.cloudinary.com/drgho551x/image/upload/v1765001355/furniture-shop/images/p3rpwcd6q7zwugprljql.jpg,dc646b7b80b9a41a226b841f,694b645f75a1381c862ecf80,Bàn Gỗ Điểm Nhấn,3,500000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389422/a31cyyphoinne309llgk.png,0481e25bc3cc61ece53dd82d,Truong Hieu,0960187493,Ho Chi Minh,Cau Giay,Dich Vong,915 Nguyen Van Linh,COD,completed,,delivered,13500000,45000,WELCOME10,50000,13495000,Seed dataset for recommendation and analytics,2026-01-17T17:27:00Z,2026-01-17T17:27:00Z,0
e8e3f796270536698ac17eeb,6e74047a5dcb1702467bfe6d,ORD261046,6948c80e82c30577b2147244,Ghế Giám Đốc,1,4000000,https://res.cloudinary.com/drgho551x/image/upload/v1766378253/Gemini_Generated_Image_y9ade9y9ade9y9ad_pchlqj.png,66692dfbcdcd8aadc988143d,,,,,,,,,,,,,Phan My,0998431845,Da Nang,Ninh Kieu,Dich Vong,434 Nguyen Van Linh,BANK,completed,TX141677679348,processing,4000000,30000,WELCOME10,0,4030000,Seed dataset for recommendation and analytics,2025-11-15T03:28:00Z,2025-11-15T03:28:00Z,0
0d5f63f9f0c82ee81a31f1ec,6e74047a5dcb1702467bfe6d,ORD261047,694b645f75a1381c862ecf80,Bàn Gỗ Điểm Nhấn,3,500000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389422/a31cyyphoinne309llgk.png,55dfe3ee83300d79917fc6eb,,,,,,,,,,,,,Phan My,0966139343,Ho Chi Minh,Quan 1,Thach Thang,459 Nguyen Van Linh,COD,completed,,delivered,1500000,0,,50000,1450000,Seed dataset for recommendation and analytics,2026-04-01T08:35:00Z,2026-04-01T08:35:00Z,0
1f1c96645953aa5a7f7d1b60,6e74047a5dcb1702467bfe6d,ORD261048,694b5f9b3ca8b2386b70c3bb,Bàn Ceilby,2,3500000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389424/miletebcfmduie0qxvoe.png,1d312585078dce8a51a16738,694b56e3e66a5144f28b9e16,Ghế Xoay Công Thái Học,1,1500000,https://res.cloudinary.com/drgho551x/image/upload/v1766548909/furniture-shop/images/urrypjtd0vqbzeq9h1r5.jpg,f14fe09b09b49f5f5807dd1f,,,,,,,Phan My,0948563066,Can Tho,Ninh Kieu,Dich Vong,469 Nguyen Van Linh,BANK,completed,TX676564283714,delivered,8500000,45000,WELCOME10,100000,8445000,Seed dataset for recommendation and analytics,2026-01-20T09:26:00Z,2026-01-20T09:26:00Z,0
6e4d7a1539af14334546d664,6e74047a5dcb1702467bfe6d,ORD261049,694b5c0447135ae054ace199,Ghế Điểm Nhấn Larbell,3,10000000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389423/ktjud9f70zvfndun2bvg.png,d4972c33ce76ab15ff427fe4,6933d83cf17e1b6d5ec15b0b,Bộ Bàn Ăn 6 Ghế,2,8900000,https://res.cloudinary.com/drgho551x/image/upload/v1765005255/furniture-shop/images/rwh9exvb3d9tcxu5fzez.jpg,eaa5db96323bcbfc4bb4904c,,,,,,,Phan My,0956807180,Ha Noi,Cau Giay,An Hoa,176 Nguyen Van Linh,BANK,completed,TX404910401504,shipped,47800000,30000,WELCOME10,250000,47580000,Seed dataset for recommendation and analytics,2025-12-18T02:36:00Z,2025-12-18T02:36:00Z,0
963a7b62fa6c59c47f4d77cf,6e74047a5dcb1702467bfe6d,ORD261050,6933cfb22ea2861093a39b5b,Bàn Trà Kính Tròn,1,2500000,https://res.cloudinary.com/drgho551x/image/upload/v1765003147/furniture-shop/images/tc8rdxaov9yeymoeekwz.jpg,dc0a683d20798ea3696d92ce,6948c80e82c30577b2147244,Ghế Giám Đốc,1,4000000,https://res.cloudinary.com/drgho551x/image/upload/v1766378253/Gemini_Generated_Image_y9ade9y9ade9y9ad_pchlqj.png,49d768f32a4484f0f3ca0ebf,,,,,,,Phan My,0952576757,Can Tho,Hai Chau,Ben Nghe,444 Nguyen Van Linh,BANK,completed,TX385526122941,delivered,6500000,30000,,50000,6480000,Seed dataset for recommendation and analytics,2026-02-13T16:41:00Z,2026-02-13T16:41:00Z,0
a1f66bc94acf3c27a474bed7,6e74047a5dcb1702467bfe6d,ORD261051,694b5c0447135ae054ace199,Ghế Điểm Nhấn Larbell,3,10000000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389423/ktjud9f70zvfndun2bvg.png,8fe8f38438e788a5844b14e0,,,,,,,,,,,,,Phan My,0950729764,Ha Noi,Hai Chau,Ben Nghe,883 Nguyen Van Linh,COD,completed,,pending,30000000,0,FLASH20,100000,29900000,Seed dataset for recommendation and analytics,2025-12-13T19:36:00Z,2025-12-13T19:36:00Z,0
33874956c47369409eaf13be,6e74047a5dcb1702467bfe6d,ORD261052,6933d83cf17e1b6d5ec15b0b,Bộ Bàn Ăn 6 Ghế,1,8900000,https://res.cloudinary.com/drgho551x/image/upload/v1765005255/furniture-shop/images/rwh9exvb3d9tcxu5fzez.jpg,0e79dbfb54fbd723b4255022,694b56e3e66a5144f28b9e16,Ghế Xoay Công Thái Học,1,1500000,https://res.cloudinary.com/drgho551x/image/upload/v1766548909/furniture-shop/images/urrypjtd0vqbzeq9h1r5.jpg,0e031a84a62b7e15545b2011,694b5c0447135ae054ace199,Ghế Điểm Nhấn Larbell,2,10000000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389423/ktjud9f70zvfndun2bvg.png,d4d8af4329630c9d02a8ecea,Phan My,0956415451,Ha Noi,Ninh Kieu,Ben Nghe,900 Nguyen Van Linh,BANK,pending,TX846710836225,shipped,30400000,60000,FLASH20,100000,30360000,Seed dataset for recommendation and analytics,2026-01-25T01:54:00Z,2026-01-25T01:54:00Z,0
76e8302c214b821efd8db31f,2a7c342dfa799c979a80511f,ORD261053,694b5f9b3ca8b2386b70c3bb,Bàn Ceilby,3,3500000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389424/miletebcfmduie0qxvoe.png,4274e63f446b95e2509c9f8b,,,,,,,,,,,,,Ngo Duc,0960682281,Ha Noi,Hai Chau,Ben Nghe,457 Nguyen Van Linh,BANK,completed,TX124064219030,processing,10500000,45000,WELCOME10,0,10545000,Seed dataset for recommendation and analytics,2025-12-06T05:57:00Z,2025-12-06T05:57:00Z,0
f1b070105b1fa6e3a561a072,2a7c342dfa799c979a80511f,ORD261054,694b5f9b3ca8b2386b70c3bb,Bàn Ceilby,2,3500000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389424/miletebcfmduie0qxvoe.png,4a856543f2cdb72004790e9e,6948c80e82c30577b2147244,Ghế Giám Đốc,2,4000000,https://res.cloudinary.com/drgho551x/image/upload/v1766378253/Gemini_Generated_Image_y9ade9y9ade9y9ad_pchlqj.png,00421e76bc0ec854b8361e8a,,,,,,,Ngo Duc,0934280305,Can Tho,Hai Chau,Ben Nghe,942 Nguyen Van Linh,BANK,pending,TX893594332530,cancelled,15000000,60000,,100000,14960000,Seed dataset for recommendation and analytics,2026-04-02T15:22:00Z,2026-04-02T15:22:00Z,0
e36fdc625e0852194813206b,2a7c342dfa799c979a80511f,ORD261055,694b56e3e66a5144f28b9e16,Ghế Xoay Công Thái Học,3,1500000,https://res.cloudinary.com/drgho551x/image/upload/v1766548909/furniture-shop/images/urrypjtd0vqbzeq9h1r5.jpg,907ffcb2d67d2ddb10584348,6948c80e82c30577b2147244,Ghế Giám Đốc,1,4000000,https://res.cloudinary.com/drgho551x/image/upload/v1766378253/Gemini_Generated_Image_y9ade9y9ade9y9ad_pchlqj.png,918f39ba546684e553d107dc,,,,,,,Ngo Duc,0913831171,Ha Noi,Quan 1,Ben Nghe,828 Nguyen Van Linh,COD,completed,,delivered,8500000,45000,WELCOME10,0,8545000,Seed dataset for recommendation and analytics,2026-02-12T20:21:00Z,2026-02-12T20:21:00Z,0
962ae2546e505818a8447249,2a7c342dfa799c979a80511f,ORD261056,694b5f9b3ca8b2386b70c3bb,Bàn Ceilby,2,3500000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389424/miletebcfmduie0qxvoe.png,adfecd28d922042084abfb4d,694b56e3e66a5144f28b9e16,Ghế Xoay Công Thái Học,3,1500000,https://res.cloudinary.com/drgho551x/image/upload/v1766548909/furniture-shop/images/urrypjtd0vqbzeq9h1r5.jpg,0ce27984e1419a3a4acf886a,,,,,,,Ngo Duc,0934517997,Ho Chi Minh,Cau Giay,Ben Nghe,290 Nguyen Van Linh,BANK,completed,TX925605258735,delivered,11500000,0,WELCOME10,0,11500000,Seed dataset for recommendation and analytics,2026-03-03T20:09:00Z,2026-03-03T20:09:00Z,0
ef7b5d1820eee2c80e8058ff,2a7c342dfa799c979a80511f,ORD261057,6948c80e82c30577b2147244,Ghế Giám Đốc,2,4000000,https://res.cloudinary.com/drgho551x/image/upload/v1766378253/Gemini_Generated_Image_y9ade9y9ade9y9ad_pchlqj.png,e7208bacb4dfdeba1631fee3,,,,,,,,,,,,,Ngo Duc,0987006362,Can Tho,Hai Chau,Ben Nghe,870 Nguyen Van Linh,BANK,failed,TX990596892682,cancelled,8000000,45000,WELCOME10,0,8045000,Seed dataset for recommendation and analytics,2026-01-03T12:06:00Z,2026-01-03T12:06:00Z,0
38209464a929114cc36918fc,234be2061face0c6afab3a12,ORD261058,694b645f75a1381c862ecf80,Bàn Gỗ Điểm Nhấn,3,500000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389422/a31cyyphoinne309llgk.png,c9462f8175e559bd72892d69,6933c69f2ea2861093a39b3d,Sofa Giường Thông Minh,1,8500000,https://res.cloudinary.com/drgho551x/image/upload/v1765001355/furniture-shop/images/p3rpwcd6q7zwugprljql.jpg,2430cc96285139ddf1397c7e,694b56e3e66a5144f28b9e16,Ghế Xoay Công Thái Học,1,1500000,https://res.cloudinary.com/drgho551x/image/upload/v1766548909/furniture-shop/images/urrypjtd0vqbzeq9h1r5.jpg,ba744b500c71afff457e5238,Dang Yen,0916363485,Ho Chi Minh,Hai Chau,Ben Nghe,366 Nguyen Van Linh,BANK,pending,TX505698812377,processing,11500000,30000,,0,11530000,Seed dataset for recommendation and analytics,2025-11-14T16:24:00Z,2025-11-14T16:24:00Z,0
8555f7f93a18c5d5c7934880,234be2061face0c6afab3a12,ORD261059,694b56e3e66a5144f28b9e16,Ghế Xoay Công Thái Học,2,1500000,https://res.cloudinary.com/drgho551x/image/upload/v1766548909/furniture-shop/images/urrypjtd0vqbzeq9h1r5.jpg,8ced3814a400c01bb960ff78,6933c69f2ea2861093a39b3d,Sofa Giường Thông Minh,1,8500000,https://res.cloudinary.com/drgho551x/image/upload/v1765001355/furniture-shop/images/p3rpwcd6q7zwugprljql.jpg,670487c3f6d440570d761291,694b5c0447135ae054ace199,Ghế Điểm Nhấn Larbell,3,10000000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389423/ktjud9f70zvfndun2bvg.png,ea6112f2e266e95370da7802,Dang Yen,0991049355,Ho Chi Minh,Hai Chau,An Hoa,411 Nguyen Van Linh,BANK,completed,TX353975180257,delivered,41500000,0,,100000,41400000,Seed dataset for recommendation and analytics,2025-12-08T03:02:00Z,2025-12-08T03:02:00Z,0
b770b49662ae0f03a30a3712,234be2061face0c6afab3a12,ORD261060,694b5c0447135ae054ace199,Ghế Điểm Nhấn Larbell,1,10000000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766389423/ktjud9f70zvfndun2bvg.png,537ea4f92aaf39b2c4e34b77,,,,,,,,,,,,,Dang Yen,0982190329,Ha Noi,Quan 1,Thach Thang,444 Nguyen Van Linh,COD,completed,,shipped,10000000,45000,WELCOME10,0,10045000,Seed dataset for recommendation and analytics,2025-11-30T18:56:00Z,2025-11-30T18:56:00Z,0
1d0d5b9ce5e1a1a1183d381a,234be2061face0c6afab3a12,ORD261061,6948c80e82c30577b2147244,Ghế Giám Đốc,2,4000000,https://res.cloudinary.com/drgho551x/image/upload/v1766378253/Gemini_Generated_Image_y9ade9y9ade9y9ad_pchlqj.png,0d2df3b0ab26a0b1330973f4,,,,,,,,,,,,,Dang Yen,0996270510,Ha Noi,Quan 1,Ben Nghe,329 Nguyen Van Linh,COD,completed,,pending,8000000,60000,,0,8060000,Seed dataset for recommendation and analytics,2026-03-19T14:56:00Z,2026-03-19T14:56:00Z,0
5128cd686c5dc88857189231,234be2061face0c6afab3a12,ORD261062,694b5499d8b937e516be976d,Ghế họp,1,2000000,https://res.cloudinary.com/dw8ek1lok/image/upload/v1766387049/xav2hemslhat2tg3mc0g.png,e8693a0000429edfca76f6d9,694b56e3e66a5144f28b9e16,Ghế Xoay Công Thái Học,2,1500000,https://res.cloudinary.com/drgho551x/image/upload/v1766548909/furniture-shop/images/urrypjtd0vqbzeq9h1r5.jpg,aa7525d886f51a0ca45a0554,,,,,,,Dang Yen,0943325498,Ha Noi,Hai Chau,Thach Thang,483 Nguyen Van Linh,BANK,completed,TX308686506964,processing,5000000,45000,WELCOME10,50000,4995000,Seed dataset for recommendation and analytics,2026-03-05T18:47:00Z,2026-03-05T18:47:00Z,0
bf3615543cb3a606532e0d83,b51c831b4e20806f584309b3,ORD261063,6948c80e82c30577b2147244,Ghế Giám Đốc,1,4000000,https://res.cloudinary.com/drgho551x/image/upload/v1766378253/Gemini_Generated_Image_y9ade9y9ade9y9ad_pchlqj.png,8776c6549027856c2f1750d8,,,,,,,,,,,,,Bui Thao,0983552114,Ho Chi Minh,Quan 1,Ben Nghe,99 Le Loi,COD,completed,,delivered,4000000,0,,0,4000000,Coverage balancing order,2026-03-11T07:54:00Z,2026-03-11T07:54:00Z,0
fd07d375ebd43116315889bf,2a7c342dfa799c979a80511f,ORD261064,6933c69f2ea2861093a39b3d,Sofa Giường Thông Minh,1,8500000,https://res.cloudinary.com/drgho551x/image/upload/v1765001355/furniture-shop/images/p3rpwcd6q7zwugprljql.jpg,b5746c2f632e0f1093d97356,,,,,,,,,,,,,Ngo Duc,0960978713,Ho Chi Minh,Quan 1,Ben Nghe,99 Le Loi,COD,completed,,delivered,8500000,0,,0,8500000,Coverage balancing order,2026-03-21T13:23:00Z,2026-03-21T13:23:00Z,0
